Question,Answer
"What is the k-dimension of Ext^(i)(k,M) in the definition of the ith Bass number of a module M over a local ring R with residue field k?","The k-dimension of Ext^(i)(k,M)."
What is a condition for a finitely generated group to have polynomial growth according to Gromov's theorem?,The condition is that it must have a nilpotent subgroup that is of finite index.
What type of mathematical treatises were collected by Bassano Politi in his book Questio de modalibus?,"Treatises on modalities, specifically medieval philosophical discussions about modality."
"What is the relationship between projective modules over a regular Noetherian ring A and those over its polynomial ring $A[t_{1},\dots ,t_{n}]$?","The Bass–Quillen conjecture states that the assignment M ↦ M ⊗A A[t1,...,tn] yields a bijection between Vectr(A) and Vectr(A[t1,...,tn])."
"What is the hyperbolicization theorem for fibered 3-manifolds, and what does it say about them?",The hyperbolization theorem for fibered 3-manifolds states that a fibered hyperbolic 3-manifold can be decomposed into a finite union of hyperbolic pieces glued together along their boundaries.
What is the definition of a credible interval?,"A credible interval, also known as a Bayesian confidence interval, is an interval in which it is expected that the true value of a parameter will lie with a certain level of probability or credibility, based on the posterior distribution of the parameter."
What is the idealization of the echolocation of microbats used in the Bat algorithm?,Each virtual bat flies randomly with a velocity v_i at position (solution) x_i with a varying frequency or wavelength and loudness A_i.
What is the general expression for the Bateman function k_n(x) in terms of an integral?,"${\frac {2}{\pi }}\int _{0}^{\pi /2}\cos(x\tan \theta -n\theta )\,d\theta$"
What type of partial differential equations can be solved using the Bateman transform?,The Laplace equation in four dimensions and the wave equation in three dimensions.
What is the formula given by the Bateman–Horn conjecture for the number P(x) of prime-generating integers among the positive integers less than x?,$P(x)\sim {\frac {C}{D}}\int _{2}^{x}{\frac {dt}{(\log t)^{m}}}$.
What is the definition of a strictly determined game?,"A strictly determined game is a finite game in which for any two possible sequences of moves made by the players, there exists a third sequence of moves that can be played to win the game by one player and lose it by the other."
"What is the Bauer–Fike theorem, specifically in the case of a Hermitian matrix A?","The Bauer–Fike theorem states that for a Hermitian matrix A with eigenvalues Λ(A), there exists λ ∈ Λ(A) such that |λ - λ^a| ≤ ||r||_2 / ||v^a||_2, where r is the residual vector and v^a is the eigenvector corresponding to the dominant eigenvalue of the perturbed matrix (A + δA)^(-1), or equivalently, there exists λ ∈ Λ(A) such that |λ - μ| ≤ ||δA||_2."
What types of functions attain their maximum at some extreme point of a set according to Bauer's maximum principle?,Convex and continuous functions defined on a convex and compact set.
What does it mean for an extension F/K to be Bauerian?,"An extension F/K is Bauerian if for every finite extension L of K, P(F/K) ⊇ P(L/K) if and only if L contains a subfield K-isomorphic to F."
"What is the algorithm used to find genes in genomic DNA by Burge and Karlin, published in 1997?",The algorithm used by Burge and Karlin to predict complete gene structures in human genomic DNA is GENSCAN.
"What is a well-known group that can be represented as BS(1, -1)?",The fundamental group of the Klein bottle.
What is the property of the Dehn function of the Baumslag–Gersten group regarding its growth compared to fixed iterates of the exponential function?,The Dehn function of the Baumslag–Gersten group grows faster than any fixed iterate of the exponential function.
What is a consequence of the Baum-Connes conjecture if it is true for discrete torsion-free groups?,The Kadison–Kaplansky conjecture.
What is the condition for a number n to have a corresponding term b_n equal to 1 in the Baum–Sweet sequence?,The binary representation of n contains no block of consecutive 0s of odd length.
"What is the number of Baxter permutations with k-1 descents, in a permutation of length n?",The number of Baxter permutations with k-1 descents is given by the formula: (n+1 choose k-1)*(n+1 choose k)*(n+1 choose k+1) / ((n+1 choose 1)*(n+1 choose 2)).
What is Bayes' Theorem used for?,"Bayes' Theorem is a statistical formula used to update the probability of a hypothesis based on new evidence, by calculating the probability of the evidence given the hypothesis and combining it with the prior probability of the hypothesis."
What is an adjusted expectation in Bayes linear statistics?,"An adjusted expectation is a linear estimator of the form c0 + c1X1 + c2X2, where c0, c1, and c2 are chosen to minimize the prior expected loss for the observations."
"What is the reservation price of Myerson's mechanism when it reduces to Vickrey auction in a single-item auction setting, given that all bidders have the same virtual-valuation function w which is weakly-increasing?","The reservation price of Myerson's mechanism is exactly w^{-1}(0), where w is the virtual-valuation function and w^{-1} denotes the inverse function of w."
What is the formula for calculating a Bayesian average?,"The formula for calculating a Bayesian average is ${\bar {x}}={Cm+\sum _{i=1}^{n}x_{i} \over C+n}$ where m is the prior mean, C is a constant chosen based on data set size and expected variation between data sets, and n is the number of data points."
What is a posterior estimator?,"A posterior estimator is a statistical estimate of a parameter, derived from the posterior distribution of the parameter given the observed data, which reflects both the prior information about the parameter and the information contained in the data."
What is a credible interval?,"A credible interval, also known as a Bayesian confidence interval, is an interval within which a random variable is expected to lie with a certain probability (e.g., 95%), derived from the posterior distribution of a parameter in a Bayesian analysis."
What is the name given to a parameter setting's implausibility calculation in Bayesian history matching?,"The implausibility I(θ) is calculated as |E[f(θ)] - y| / √Var[f(θ)], where E[f(θ)] is the expected output of the computer model and Var[f(θ)] represents the uncertainties around the computer model output."
What is the posterior distribution of the precision matrix Σε and the parameter matrix B in a Bayesian linear regression model with a multivariate normal likelihood function?,"The posterior distribution is an inverse-Wishart distribution times a Matrix normal distribution, given by ρ(Σε|Y,X) ∼ W−1(Vn,νn) and ρ(B|Y,X,Σε) ∼ MNk,m(Bn,Λn−1,Σε), where Vn = V0 + (Y-XBn)^T(Y-XBn) + (Bn-B0)^TΛ0(Bn-B0), νn = ν0+n, Bn = (X^TX+Λ0)^−1(X^TY+Λ0B0), and Λn = X^TX+Λ0."
"What is operational modal analysis, and how does it differ from traditional modal analysis?","Operational modal analysis is a method for identifying the dynamic properties of a structure using only ambient data, which are measurements of the structure's response to environmental excitations such as wind or traffic. Unlike traditional modal analysis, which typically requires controlled experimental inputs, operational modal analysis relies on in-situ measurements and can provide estimates of the system's natural frequencies, damping ratios, and mode shapes without requiring direct access to the system's physical properties."
What are some optimization algorithms used in unconstrained nonlinear functions?,"Golden-section search, Interpolation methods, Line search, Nelder–Mead method, Successive parabolic interpolation."
"What is the purpose of Bayesian probabilistic numerical integration with tree-based models as mentioned in Zhu et al.'s paper ""Bayesian probabilistic numerical integration with tree-based models""?","The purpose of Bayesian probabilistic numerical integration with tree-based models, as mentioned in Zhu et al.'s paper, is to provide a method for approximating integrals using Bayesian inference and tree-based models, enabling the estimation of posterior distributions over function values."
What is a credible interval?,"A credible interval, also known as a Bayesian confidence interval or highest posterior density (HPD) interval, is an interval that estimates the range within which a population parameter might lie, taking into account the uncertainty associated with the sample data and incorporating prior knowledge or beliefs through Bayes' theorem."
What is the expected difference between the utility of a Bayesian strategy and that of the optimal strategy in stochastic game theory?,"The expected difference between the utility of a Bayesian strategy and that of the optimal strategy in stochastic game theory is known as ""Bayesian regret""."
"What is the optimal policy for finding an object in minimal expected cost, given the probabilities $a_{i}$ of finding the object by a single search if it's there, and the probability $p_{i}$ that the object is there?",At each stage look into the location which maximizes ${\frac {p_{i}a_{i}}{c_{i}}}$.
What is a unified library for exploratory analysis of Bayesian models in Python?,ArviZ
What is the purpose of adding different state variables in the Kalman filter step of the Bayesian structural time series model?,"To achieve a time series decomposition, which can include trend, seasonality, regression, and other components."
What is the term for a range of concepts and approaches that relate to statistical methods based on Bayes' theorem?,Bayesian or Bayesian methods.
What is the relationship between Bayes' rule and Bayesian inference?,"Bayesian inference is a method of statistical inference in which Bayes' rule is used to update the probability of a hypothesis as more evidence or data becomes available, allowing for the updating of probabilities based on new information."
What is the order of truncation error for the Beam and Warming scheme?,O((Δt)^2 + (Δx)^2)
What is a Markov chain?,"A Markov chain is a mathematical system that undergoes transitions from one state to another, where the probability of transitioning from one state to another depends only on the current state and not on any past states."
"What is a characteristic Sturmian word over the alphabet {⌊r⌋, ⌊r⌋ + 1} related to?",The first difference ⌊(n+1)r⌋ − ⌊nr⌋ of the Beatty sequence associated with the irrational number r.
What is the relationship between the International Mathematical Olympiad (IMO) and the documentary Beautiful Young Minds?,"The documentary follows the selection process, training, and actual event of the U.K. team competing in the 2006 IMO in Slovenia."
What is the name of the mathematical concept where a shape or image appears to be infinite and self-similar through its own reflection.,The Droste effect is the name of the mathematical concept where a shape or image appears to be infinite and self-similar through its own reflection.
What is the condition on G for the Beauville–Laszlo theorem to hold?,"The technical condition that G has no f-torsion, referred to as ""f-regularity""."
What is a condition on a group G for it to be used in the construction of a Beauville surface?,"The group G must have order (g1 − 1)(g2 − 1), where g1 and g2 are the genera of the curves C1 and C2, respectively."
"What is the definition of a triple in category theory, as mentioned in the articles by Wells, Beck, Bénabou, Roubaud, Leinster, Negrepontis, Pavlović, Deligne, Grothendieck, and others?","A triple (or monad) is a structure consisting of an endofunctor T, a unit morphism η: 1 → T, and a multiplication morphism μ: T² → T, satisfying certain coherence conditions, which can be used to model various algebraic structures and operations in category theory."
What is a rigid unit-distance graph in the plane?,"A rigid unit-distance graph in the plane is a graph whose vertices are points in the plane and edges are straight-line segments, where each edge has length equal to 1 unit, such that no two non-adjacent vertices can be moved by any distance-preserving transformation (such as translation or rotation) of the plane so that they become adjacent without moving some other vertex."
What are the elementary symmetric polynomials?,"The elementary symmetric polynomials are a set of polynomials defined recursively as the sum of products of variables, with the coefficients being alternating signs, used to express the characteristic polynomial of a matrix or the power sums of the roots."
"What is the primary goal of Bedtime Math, a math program launched in 2012?",The primary goal of Bedtime Math is to help parents break the link between their own math anxiety and that of their children by making math fun and accessible at home through daily math problems.
What is the local error term for position using Beeman's algorithm?,O(Δt^4)
"If n is greater than 3, can an (n-1)-dimensional hypersurface immersed in R^n be deformed?","No, it cannot be deformed in general."
What is the relationship between stochastic processes and probability theory?,"Stochastic processes are a field of study that uses mathematical tools from probability theory, such as Markov chains and random walks, to model and analyze systems that evolve over time or space in a random manner."
What is Begriffsschrift and what does it express?,"Begriffsschrift is a formal language introduced by Gottlob Frege in 1879, denoted by ""="" sign expresses a relationship between objects that are denoted by names rather than a relationship between the names themselves."
"What is game theory, and how does it relate to human behavior?","Game theory is a branch of economics that studies strategic decision making in situations where the outcome depends on the actions of multiple individuals or parties. It provides a framework for analyzing and predicting human behavior in competitive and cooperative interactions, taking into account factors such as self-interest, fairness, and social norms. By applying game-theoretic concepts to real-world scenarios, researchers can better understand how humans make decisions in situations like auctions, negotiations, and public goods dilemmas, and identify strategies for improving cooperation and promoting mutually beneficial outcomes."
What mathematical property is shared by an increasing sequence of domains of holomorphy?,"The union of such a sequence is also a domain of holomorphy, which can be proven using the Oka–Weil theorem and the fact that an increasing union of pseudoconvex domains is pseudoconvex."
What is a characteristic of a Riemann surface according to the Behnke–Stein theorem?,"A connected, non-compact (open) one."
What is the logarithmic density bound given by Behrend's theorem for primitive subsets of integers from 1 to n?,O(1/√log log n).
"What is the formula for calculating the number of points in a category C, where each object has finitely many automorphisms?","The number of points in C is denoted by $\#C=\sum _{p}{1 \over \#\text{Aut}(p)}$, where $\#$Aut$(p)$ is the number of automorphisms of an object $p$ in C."
What is a property that must hold for the sum of reciprocals of a Behrend sequence?,The sum of reciprocals of a Behrend sequence must diverge.
What is the Chern class map from algebraic K-theory to Deligne cohomology according to Beilinson's work?,"$K_{n}(X)\rightarrow \oplus _{p\geq 0}H_{D}^{2p-n}(X,\mathbf {Q} (p)).$"
What is related by the Beilinson–Bernstein localization theorem?,D-modules on flag varieties G/B are related to representations of the Lie algebra ${\mathfrak {g}}$.
"What is the result of applying Bekić's theorem to two operators f and g, which are continuous in each component and map a product of pointed directed-complete partial orders P and Q back into their respective components?","The simultaneous least fixed point (x0,y0) can be separated into a series of least fixed points on P and Q, where x0 = μx.f(x,μy.g(x,y)) and y0 = μy.g(x0,y)."
What is the Bel–Robinson tensor's relation to the electromagnetic stress-energy tensor?,"It is constructed in a manner analogous to the way the electromagnetic stress-energy tensor is built from the electromagnetic tensor, both being totally symmetric and traceless."
What are some national member societies of the European Mathematical Society?,"The Belgian Mathematical Society, German Mathematical Society, Italian Mathematical Union, Norwegian Statistical Association, Romanian Mathematical Society, Royal Spanish Mathematical Society, Slovak Mathematical Society, and Swedish Mathematical Society."
What is a belief structure used for in evidential reasoning approach?,A belief structure is used in the evidential reasoning (ER) approach for multiple-criteria decision analysis (MCDA) to represent the performance of an alternative option on a criterion.
"What is the Belinfante-Rosenfeld tensor for the Dirac field, and what does it represent in terms of symmetrization of the canonical energy-momentum tensor?","The Belinfante-Rosenfeld tensor for the Dirac field is the symmetrized canonical energy-momentum tensor, which can be obtained by adding a term to the non-Belinfante energy-momentum tensor that makes it symmetric under exchange of indices."
What are the key characteristics of a quantum computer that is considered to be in the NISQ era?,"The key characteristics of a quantum computer in the NISQ (Noisy Intermediate-Scale Quantum) era include a small number of qubits, noisy operations, and limited control over quantum errors."
"What is a distribution with support whose type varies, an example being the generalized chi-squared distribution?","A distribution with support whose type varies includes distributions such as the generalized chi-squared, generalized extreme value, and Marchenko–Pastur distributions."
What is a pseudoprime?,"A pseudoprime is a composite number that passes a primality test, such as Fermat's Little Theorem or the Miller-Rabin primality test, but is not actually prime; it is a counterexample to a proposed method for determining whether an integer is prime."
What is a Dirichlet convolution?,"A Dirichlet convolution, denoted by h = f*g, is an operation that combines two arithmetic functions f and g into another function h, defined as h(n) = Σ(f(d)*g(n/d)) over all divisors d of n."
What is the name of a triangle mentioned in Aitken's paper from 1933?,"The triangle was suggested by Jeffrey Shallit, whose paper about the same triangle was later published as Shallit (1980), and credits Cohn et al. (1962) for the definition of the triangle."
What is the expected shrinkage between a Boolean function f and its restriction fρ?,"The expected shrinkage between f and fρ is given by the inequality E[L(fρ)] ≤ (k/n)^(3/2)L(f), where L is the minimum number of variables in the formula."
What is Bellard's formula used for in the computation of pi?,It is used to calculate the nth digit of π in base 16 and verify computations of all digits of pi performed by other means.
What is the problem Bellman's lost-in-a-forest problem an unsolved minimization problem in?,geometry
What was the area of Belper Urban District in 1961?,"approximately 14,294 acres."
What is the number of digits in Belphegor's prime?,Belphegor's prime is 31 digits in length.
What is mathematically demonstrated by the plate trick or Dirac's string trick?,"The theorem that SU(2) double-covers SO(3), which means that rotating an object with strings attached to it by 360 degrees does not return the system to its original state, while a second rotation of 360 degrees, a total rotation of 720 degrees, does."
What is a condition for a pseudo-Riemannian manifold to have constant curvature according to Beltrami's theorem?,The manifold must be locally projectively flat.
What is a quasisymmetric extension operator?,"A quasisymmetric extension operator is a continuous linear map between Lebesgue spaces that extends a given function in a way that preserves quasiconformality, allowing for the uniformization of Riemann surfaces and the study of their geometric properties."
"What is the Beltrami identity, a special case of which equation in calculus of variations?",The Euler–Lagrange equation.
"What is a Beltrami vector field, mathematically?","A vector field in three dimensions that is parallel to its own curl, expressed by the equation F × (∇ × F) = 0, where F and ∇ × F are parallel vectors."
What is a Belyi function according to Belyi's theorem?,"A holomorphic map from a compact Riemann surface S to the complex projective line P1(C) ramified only over three points, which after a Möbius transformation may be taken to be {0,1,∞}."
What is the name of the flow mentioned in Ben Andrews' work as being a key area of research in extrinsic geometric analysis?,"Extrinsic Geometric Flows, which are used to study the evolution of curves and surfaces in Euclidean space over time."
What is the name of the prize given to Ben Green in 2007 for his work on arithmetic progressions of primes?,SASTRA Ramanujan Prize.
Is it NP-complete to determine whether a planar graph has a planar rectilinear drawing.,"Yes, it is NP-complete to determine whether a planar graph has a planar rectilinear drawing and also to determine whether an arbitrary graph has a rectilinear drawing that allows crossings."
What is a key property of two distinct maximal subgroups M and N of a simple group if F*(M) ≤ N and F*(N) ≤ M?,There is a prime p such that both F*(M) and F*(N) are p-groups.
What action does the Bender–Knuth involution σk take on semistandard skew Young tableaux with entries k and k + 1?,"It exchanges some elements k for k + 1, and some elements k + 1 for k, in a way that the numbers of elements with values k or k + 1 are exchanged."
What is the relationship between the imaginary part of a characteristic root of a real matrix A and its parameter α?,"The absolute value of the imaginary part of any characteristic root λ of A is less than or equal to α times the square root of (n(n-1)/2), where n is the dimension of matrix A."
What is the consequence if a function ∂(φf)/∂x + ∂(φg)/∂y has the same sign everywhere in a simply connected region of the plane?,The plane autonomous system has no nonconstant periodic solutions lying entirely within that region.
What is the name of the theorem proved by Benedict Gross and Don Zagier on L-functions of elliptic curves?,The Gross–Zagier theorem
What is a result of the Beneš method for an exact or good approximation to the probability distribution of queue length?,"The Beneš method introduces a quantity referred to as ""virtual waiting time"" which gives a relation for the distribution of unfinished work in terms of the excess work, allowing to solve an integral that can be solved."
What is a gamma distribution?,"The gamma distribution is a two-parameter family of continuous probability distributions that is often used to model the waiting time between events in a Poisson process, or the time until failure of a component with an exponentially distributed lifespan."
What is an encryption machine?,"An encryption machine is a device or system used for encrypting and decrypting secret messages by converting plaintext into ciphertext using various algorithms and techniques such as substitution, transposition, or cryptographic keys."
What type of fluid flow equation is described in Galluzzo's PhD dissertation?,The subsurface fluid flow equation in heterogeneous media.
How long was Benjamin Pulleyne Master of Holt Grammar School?,"48 years, from 1809 to 1857."
What is described by the Benjamin–Ono equation?,One-dimensional internal waves in deep water.
What is a type of probability distribution where the support varies?,"Generalized chi-squared, generalized extreme value, generalized Pareto, Marchenko–Pastur, Kaniadakis κ-exponential, Kaniadakis κ-Gamma, Kaniadakis κ-Weibull, Kaniadakis κ-Logistic, and Kaniadakis κ-Erlang are types of probability distributions where the support varies."
What is the name given to manifolds defined by two maps from R^2 to a sphere?,Calabi–Eckmann manifolds
What are some common characteristics of fractals?,"Fractals often exhibit self-similarity, recursion, and have a non-integer fractal dimension, which can be measured using various methods such as Assouad dimension, box-counting dimension, correlation dimension, Hausdorff dimension, packing dimension, or topological dimension."
What is the primary concept in Benson's algorithm for solving multi-objective linear programming problems?,The primary concept in Benson's algorithm is to evaluate the upper image of the vector optimization problem by cutting planes.
"What is the concept of ""Fuseki"" in Go, and what are its different styles?","Fuseki is the opening phase of a Go game, where players aim to establish a solid foundation for their strategy; it includes various styles such as Chinese, Kobayashi, Shinfuseki, and Shusaku."
"What is a Benz plane, according to its definition?",A type of 2-dimensional geometrical structure named after Walter Benz.
What is the definition of a Beppo-Levi space in terms of the Fourier transform of its elements?,"The Beppo-Levi space is defined as the set of tempered distributions v such that their Fourier transforms ${\widehat {v}}$ are in $L_{loc}^{1}(\mathbf{R}^{n})$ and $\int_{\mathbf{R}^{n}}|\xi|^{2s}|{\widehat{v}}(\xi)|^{2}\,d\xi < \infty$."
What is the relationship between the universal enveloping algebra $U({\mathfrak {g}})$ and the Hopf algebra of continuous functions on a compact topological group G?,"According to the Gelfand–Naimark theorem, every commutative Hopf algebra is isomorphic to the Hopf algebra of continuous functions on some compact topological group G, and for Lie groups, this implies that $C(G)$ is isomorphically dual to $U({\mathfrak {g}})$."
What is the area measure denoted as dA in the Berezin transform formula?,"The area measure denoted as dA is a measure of area in the complex plane, specifically on the open unit disk D."
"What is the condition for a matching M in a graph G to be maximum, according to Berge's theorem?","A matching M in a graph G is maximum if and only if there is no augmenting path with M, where an augmenting path starts and ends on free (unmatched) vertices, and alternates between edges in and not in the matching."
What is a mean-field game?,"A mean-field game is a type of game theory model where each player's payoff depends not only on their own actions but also on the aggregate behavior of other players, often modeled as a probability distribution or ""mean field""."
What is the relationship between the volume of a closed Riemannian manifold M and its injectivity radius inj(M) according to Berger's isoembolic inequality?,"The volume vol(M) of M is greater than or equal to cm multiplied by (inj(M))^m divided by π^m, where c_m is the volume of the standard m-dimensional sphere of radius one."
What is the Lie bracket between two generators x_i and x_j in the given Lie algebra?,"The Lie bracket [xi,xj] = −2εijkxk."
"What is a Gröbner basis for an ideal, as per the given text, in relation to the diamond lemma?","A set of defining relations that includes {z^{2}-xy-yx,zx-xz,zy-yz,yx^{2}-x^{2}y,y^{2}x-xy^{2}} is a Gröbner basis for the ideal it defines."
"What is a Weil domain, according to the definition provided in the article?",A Weil domain is an analytic polyhedron with a domain U in Cn defined by inequalities fj(z) < 1 for functions fj that are holomorphic on some neighborhood of the closure of U.
What is the formula for calculating the length of a tangent vector ξ in the Bergman metric?,"√∑[i,j=1]gij(z)ξi¯ξj, where gij(z)=∂²/∂z_i ∂¯z_j log K(z,z)."
What is the formula for $k_{z}^{A_{\alpha }^{2}}(\zeta )$ in the weighted case?,"${\frac {\alpha +1}{(1-{\overline {z}}\zeta )^{\alpha +2}}}\;\;\;\;\;(z,\zeta \in \mathbb {D} )$."
What is the definition of the Bergman kernel?,"The Bergman kernel K(z,ζ) is defined by K(z,ζ)=\overline{\eta_z(\zeta)}, where \eta_z(\zeta) represents the inner product with an element of L2,h(D), which is to say that ev_zf=\int_Df(\zeta)\overline{\eta_z(\zeta)}d\mu(\zeta)."
"What is a nontrivial elementary embedding of a transitive set M into itself, as it relates to Berkeley cardinals?","A nontrivial elementary embedding of a transitive set M into itself with α < critical point < κ means that there exists an injection j: M → M such that for every formula φ(x1,...,xn) and all m1,...,mn ∈ M, the following equivalence holds: (∃xφ(x,m1,...,mn)) ⇔ (∃xmj(m)mφ(m,m1,...,mj(m),m) where α < mj(m) < κ."
"What is a local model space over a field with a valuation, and how does it relate to the Berkovich affine line?","A local model space over a field with a valuation is a topological space that is locally homeomorphic to the product of the value group and a finite-dimensional vector space over the residue field. The Berkovich affine line is an example of a local model space, where each point corresponds to a valuation on the function field of the line, and the topology is induced by the valuation on the function field."
"What is an important application of Berlekamp's algorithm, besides polynomial factorization?","Computing discrete logarithms over finite fields $\mathbb {F} _{p^{n}}$, where $p$ is prime and $n\geq 2$."
"What are the parameters of the Berlekamp–Van Lint–Seidel graph in terms of vertices, edges per vertex, shared neighbors per pair of adjacent vertices, and shared neighbors per pair of non-adjacent vertices?","The graph has 243 vertices, 22 edges per vertex for a total of 2673 edges, exactly one shared neighbor per pair of adjacent vertices, and exactly two shared neighbors per pair of non-adjacent vertices."
What is the worst-case time complexity of the Berlekamp–Zassenhaus algorithm for factoring polynomials over integers?,The worst case of this algorithm is exponential in the number of factors.
What is the typical duration of time it takes for a BMS student to complete their PhD degree?,"Four to five years, including a structured course program, an oral qualifying exam, and then directly proceeding to a doctoral degree after completing Phase I."
What is the relationship between the sides of two smaller squares in the first problem on the Berlin Papyrus 6619?,The side of one square is half plus a quarter (3/4) the side of the other square.
What was a significant outcome of the Berlin workshops on Babylonian mathematics?,The decipherment of Proto-cuneiform and Proto-Elamite numerals as well as the comparative study of early mathematical notation was advanced.
What is the circumference of the trunk of the Bermiego Yew?,The circumference of the trunk of the Bermiego Yew is from 6.5 to 7 meters.
What is a characteristic multiple of an operator?,"A characteristic multiple of an operator refers to a situation in which the characteristic set (or critical set) of the operator's symbol consists of multiple distinct points, making it a crucial concept in the study of pseudo-differential operators and their applications."
What is the name of a region in the moduli space of Kleinian groups named after Bernard Maskit?,The Maskit slice through the moduli space of Kleinian groups.
What is the John von Neumann Lecturer prize for?,"The John von Neumann Lecturer prize is an award given annually by the Society for Industrial and Applied Mathematics (SIAM) to recognize significant influences in the field of applied mathematics, and achievements by mathematicians in their research or other professional activities that are likely to have a lasting influence on the field."
"What is singularity theory, specifically in the context of algebraic geometry?","Singularity theory refers to the study of points on algebraic varieties where the variety is not smooth, often involving geometric and topological properties around those points."
What is a symmetric product in mathematics?,"A symmetric product refers to a mathematical construction used in algebraic geometry, where it is defined as the quotient of an abelian group under the action of its automorphism group, and can be viewed as a way of encoding information about the geometric structure of a space."
What is a formal system?,"A formal system is a set of abstract, well-defined rules and axioms used to derive valid conclusions through logical reasoning, often represented using a specific language and notation."
What is the name given to this fragment of first-order logic formulas due to its decidable satisfiability?,The Bernays–Schönfinkel class (also known as Bernays–Schönfinkel–Ramsey class).
What are the names of the two largest sporadic simple groups that Bernd Fischer predicted the existence of in 1973?,The baby monster group and the Monster group or the Fischer-Griess Monster.
What is the formula for calculating the matrix A used in the Berndt–Hall–Hall–Hausman algorithm?,$A_{k}=\left[\sum _{i=1}^{N}{\frac {\partial \ln Q_{i}}{\partial \beta }}(\beta _{k}){\frac {\partial \ln Q_{i}}{\partial \beta }}(\beta _{k})'\right]^{-1}$
What is the relationship between matter and mind according to embodied cognition?,"Embodied cognition suggests that the mind arises from the interaction between a dynamic, high-dimensional, and multidimensional body and its environment, where matter and mind are not separate entities but interconnected components of this complex system."
What is Bernoulli's inequality?,"Bernoulli's inequality states that for all real numbers x ≥ 0 and positive integer r, (1 + x)^r ≥ 1 + rx."
What is a stochastic differential equation?,"A stochastic differential equation (SDE) is a mathematical equation that describes how some quantity changes over time, incorporating random fluctuations or noise, which are represented by a stochastic process such as Brownian motion."
What is a distribution supported on the whole real line that can have finite variance?,"Cauchy, exponential power, Fisher's z, Kaniadakis κ-Gaussian, Gaussian q, generalized normal, generalized hyperbolic, geometric stable, Gumbel, Holtsmark, hyperbolic secant, Johnson's SU, Landau, Laplace (asymmetric), logistic, noncentral t, normal (Gaussian), normal-inverse Gaussian, skew normal, slash, stable, Student's t, Tracy–Widom, variance-gamma, Voigt."
How can a Bernoulli differential equation be solved using changing variables?,"A Bernoulli differential equation can be solved using changing variables by letting $u=\frac{1}{y}$, which transforms the original equation into a linear differential equation that can be solved using an integrating factor."
What is the Bernoulli distribution named after?,"The Bernoulli distribution is named after the Bernoulli family, a Swiss-German patrician family of mathematicians, who made significant contributions to mathematics and science."
What is the relationship between the Bernoulli polynomials of the second kind and the zeta functions?,"The Bernoulli polynomials of the second kind are involved in various relationships with the zeta functions, including formulas for the Stieltjes constants, such as $\gamma _{m}(v)=-{\frac {\ln ^{m+1}(v+a)}{m+1}}+\sum _{n=0}^{\infty }(-1)^{n}\psi _{n+1}(a)\sum _{k=0}^{n}(-1)^{k}{\binom {n}{k}}{\frac {\ln ^{m}(k+v)}{k+v}}$ and $\gamma _{m}(v)={\frac {1}{{\tfrac {1}{2}}-v-a}}\left\{{\frac {(-1)^{m}}{m+1}}\,\zeta ^{(m+1)}(0,v+a)-(-1)^{m}\zeta ^{(m)}(0,v)-\sum _{n=0}^{\infty }(-1)^{n}\psi _{n+2}(a)\sum _{k=0}^{n}(-1)^{k}{\binom {n}{k}}{\frac {\ln ^{m}(k+v)}{k+v}}\right\}$, which are both valid for $\Re (a)>-1$ and $v\in \mathbb {C} \setminus \!\{0,-1,-2,\ldots \}$."
What is the formula for finding the component in row n and column k in Bernoulli's triangle?,"The component in row n and column k is given by the sum of the first k nth-order binomial coefficients, expressed as $\sum _{p=0}^{k}{n \choose p}$."
"What are the relations between exponential, trigonometric, and hyperbolic functions on one side and logarithms, inverse trigonometric, and inverse hyperbolic functions on the other side in closed form?","$\operatorname {eval} \left(\cosh \left(2xB_{\pm }\right)-1\right)=\operatorname {eval} {\frac {x}{\pi }}\operatorname {artanh} \left({\frac {x}{\pi B_{\pm }}}\right)=\operatorname {eval} {\frac {x}{\pi }}\operatorname {arcoth} \left({\frac {\pi B_{\pm }}{x}}\right)=x\coth(x)-1$, $\operatorname {eval} {\frac {z}{2\pi }}\ln \left({\frac {B_{+}-{\frac {z}{2\pi }}}{B_{-}+{\frac {z}{2\pi }}}}\right)=\operatorname {eval} \cos(zB_{-})=\operatorname {eval} \cos(zB_{+})={\frac {z}{2}}\cot \left({\frac {z}{2}}\right)$."
What is the definition of a stochastic differential equation?,"A stochastic differential equation (SDE) is an equation in which one or more of the terms on the right-hand side are themselves functions of the underlying random process, and whose solution is a stochastic process that can be interpreted as the continuous-time limit of a discrete-time random walk."
"What is the relationship between the interior angle at O and the exterior angle at R in a triangle formed by a point P on the lemniscate, its normal n, and the line connecting the foci F1 and F2?",The interior angle of the triangle OPR at O is one third of the triangle's exterior angle at R.
What is the value of Bernstein's constant?,0.280169499023...
"What is a generalization of the Bernstein inequality for Gaussian random matrices, specifically in terms of an inequality involving a scalar G defined as G=g^HAg+2Re(g^Ha)?","For any σ ≥ 0, we have P(G ≤ tr(A) - √(2σ)√(||vec(A)||² + 2||a||²) - σs⁻(A)) < exp(-σ), where vec is the vectorization operation and s⁻(A)=max(-λmax(A),0) where λmax(A) is the largest eigenvalue of A."
